sports
Athletics, 2022-08-16 09:00:00, 100m Wheelchair Male, Qualification - Heat 1, Canada Games Park
Basketball, 2022-08-13 08:30:00, Male, Final - 7th / 8th Place Game (L24 vs. L25), Meridian Centre
Basketball, 2022-08-13 10:45:00, Female, Final - 5th / 6th Place Game (W24 vs. W25), Niagara College - Welland Campus
Basketball, 2022-08-13 10:45:00, Male, Final - 5th / 6th Place Game (W24 vs. W25), Meridian Centre
Basketball, 2022-08-13 13:00:00, Female, Final - Bronze Medal Game (L27 vs. L28), Meridian Centre
Basketball, 2022-08-13 15:15:00, Male, Final - Bronze Medal Game (L27 vs. L28), Meridian Centre
Basketball, 2022-08-13 17:30:00, Female, Final - Gold Medal Game (W27 vs. W28), Meridian Centre
Basketball, 2022-08-13 19:45:00, Male, Final - Gold Medal Game (W27 vs. W28), Meridian Centre
Box Lacrosse, 2022-08-07 11:00:00, Female, Preliminary | Pool B - Game 01, Canada Games Park
Box Lacrosse, 2022-08-07 11:00:00, Female, Preliminary | Pool B - Game 02, Canada Games Park
Box Lacrosse, 2022-08-07 14:00:00, Female, Preliminary | Pool A - Game 03, Canada Games Park
Box Lacrosse, 2022-08-07 14:00:00, Female, Preliminary | Pool A - Game 04, Canada Games Park
Box Lacrosse, 2022-08-07 17:00:00, Female, Preliminary | Pool B - Game 05, Canada Games Park
Box Lacrosse, 2022-08-08 11:00:00, Female, Preliminary | Pool B - Game 06, Canada Games Park
Box Lacrosse, 2022-08-08 11:00:00, Female, Preliminary | Pool B - Game 07, Canada Games Park
Box Lacrosse, 2022-08-08 14:00:00, Female, Preliminary | Pool A - Game 08, Canada Games Park
Box Lacrosse, 2022-08-08 14:00:00, Female, Preliminary | Pool A - Game 09, Canada Games Park
Box Lacrosse, 2022-08-08 17:00:00, Female, Preliminary | Pool B - Game 10, Canada Games Park
Box Lacrosse, 2022-08-08 17:00:00, Female, Preliminary | Pool B - Game 11, Canada Games Park
Box Lacrosse, 2022-08-09 11:00:00, Female, Preliminary | Pool B - Game 12, Canada Games Park
Box Lacrosse, 2022-08-09 14:00:00, Female, Preliminary | Pool A - Game 13, Canada Games Park
Box Lacrosse, 2022-08-09 14:00:00, Female, Preliminary | Pool A - Game 14, Canada Games Park
Box Lacrosse, 2022-08-09 17:00:00, Female, Preliminary | Pool B - Game 15, Canada Games Park
Box Lacrosse, 2022-08-09 17:00:00, Female, Preliminary | Pool B - Game 16, Canada Games Park
Box Lacrosse, 2022-08-10 11:00:00, Female, Qualification - Game 17 (4B vs. 5B), Canada Games Park
Box Lacrosse, 2022-08-10 14:00:00, Female, Quarterfinal - Game 18 (3A vs. 2B), Canada Games Park
Box Lacrosse, 2022-08-10 14:00:00, Female, Quarterfinal - Game 19 (2A vs. 3B), Canada Games Park
Box Lacrosse, 2022-08-10 17:00:00, Female, Quarterfinal - Game 20 (1A vs. W17), Canada Games Park
Box Lacrosse, 2022-08-10 17:00:00, Female, Quarterfinal - Game 21 (4A vs. 1B), Canada Games Park
Box Lacrosse, 2022-08-11 14:00:00, Female, Consolation - Game 23 (L18 vs. L19), Canada Games Park
Box Lacrosse, 2022-08-11 14:00:00, Female, Semifinal - Game 22 (W18 vs. W19), Canada Games Park
Box Lacrosse, 2022-08-11 17:00:00, Female, Consolation - Game 25 (L20 vs. L21), Canada Games Park
Box Lacrosse, 2022-08-11 17:00:00, Female, Semifinal - Game 24 (W20 vs. W21), Canada Games Park
Box Lacrosse, 2022-08-12 11:00:00, Female, Final - 7th / 8th Place Game (L23 vs. L25), Canada Games Park
Box Lacrosse, 2022-08-12 11:00:00, Female, Final - 5th / 6th Place Game (W23 vs. W25), Canada Games Park
Box Lacrosse, 2022-08-12 14:00:00, Female, Final - Bronze Medal Game (L22 vs. L24), Canada Games Park
Box Lacrosse, 2022-08-12 17:00:00, Female, Final - Gold Medal Game (W22 vs. W24), Canada Games Park
Box Lacrosse, 2022-08-16 11:00:00, Male, Preliminary | Pool B - Game 01, Canada Games Park
Box Lacrosse, 2022-08-16 11:00:00, Male, Preliminary | Pool B - Game 02, Canada Games Park
Box Lacrosse, 2022-08-16 14:00:00, Male, Preliminary | Pool A - Game 03, Canada Games Park
Box Lacrosse, 2022-08-16 14:00:00, Male, Preliminary | Pool A - Game 04, Canada Games Park
Box Lacrosse, 2022-08-16 17:00:00, Male, Preliminary | Pool B - Game 05, Canada Games Park
Box Lacrosse, 2022-08-17 11:00:00, Male, Preliminary | Pool B - Game 06, Canada Games Park
Box Lacrosse, 2022-08-17 11:00:00, Male, Preliminary | Pool B - Game 07, Canada Games Park
Box Lacrosse, 2022-08-17 14:00:00, Male, Preliminary | Pool A - Game 08, Canada Games Park
Box Lacrosse, 2022-08-17 14:00:00, Male, Preliminary | Pool A - Game 09, Canada Games Park
Box Lacrosse, 2022-08-17 17:00:00, Male, Preliminary | Pool B - Game 10, Canada Games Park
Box Lacrosse, 2022-08-17 17:00:00, Male, Preliminary | Pool B - Game 11, Canada Games Park
Box Lacrosse, 2022-08-18 11:00:00, Male, Preliminary | Pool B - Game 12, Canada Games Park
Box Lacrosse, 2022-08-18 14:00:00, Male, Preliminary | Pool A - Game 13, Canada Games Park
Box Lacrosse, 2022-08-18 14:00:00, Male, Preliminary | Pool A - Game 14, Canada Games Park
Box Lacrosse, 2022-08-18 17:00:00, Male, Preliminary | Pool B - Game 15, Canada Games Park
Box Lacrosse, 2022-08-18 17:00:00, Male, Preliminary | Pool B - Game 16, Canada Games Park
Box Lacrosse, 2022-08-19 11:00:00, Male, Qualification - Game 17 (4B vs. 5B), Canada Games Park
Box Lacrosse, 2022-08-19 14:00:00, Male, Quarterfinal - Game 18 (3A vs. 2B), Canada Games Park
Box Lacrosse, 2022-08-19 14:00:00, Male, Quarterfinal - Game 19 (2A vs. 3B), Canada Games Park
Box Lacrosse, 2022-08-19 17:00:00, Male, Quarterfinal - Game 20 (1A vs. W17), Canada Games Park
Box Lacrosse, 2022-08-19 17:00:00, Male, Quarterfinal - Game 21 (4A vs. 1B), Canada Games Park
Box Lacrosse, 2022-08-20 14:00:00, Male, Consolation - Game 23 (L18 vs. L19), Canada Games Park
Box Lacrosse, 2022-08-20 14:00:00, Male, Semifinal - Game 22 (W18 vs. W19), Canada Games Park
Box Lacrosse, 2022-08-20 17:00:00, Male, Consolation - Game 25 (L20 vs. L21), Canada Games Park
Box Lacrosse, 2022-08-20 17:00:00, Male, Semifinal - Game 24 (W20 vs. W21), Canada Games Park
Box Lacrosse, 2022-08-21 10:00:00, Male, Final - 7th / 8th Place Game (L23 vs. L25), Canada Games Park
Box Lacrosse, 2022-08-21 12:00:00, Male, Final - Bronze Medal Game (L22 vs. L24), Canada Games Park
Box Lacrosse, 2022-08-21 13:00:00, Male, Final - 5th / 6th Place Game (W23 vs. W25), Canada Games Park
Box Lacrosse, 2022-08-21 15:00:00, Male, Final - Gold Medal Game (W22 vs. W24), Canada Games Park
Canoe Kayak, 2022-08-16 09:30:00, C-1 500m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 09:35:00, C-1 500m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 09:40:00, K-1 500m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 09:45:00, K-1 500m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 09:50:00, K-1 500m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 09:55:00, K-1 500m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 10:00:00, C-1 500m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 10:05:00, C-1 500m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 10:30:00, C-2 1000m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 10:40:00, C-2 1000m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 10:50:00, K-2 1000m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 11:00:00, K-2 1000m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 11:10:00, K-2 1000m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 11:20:00, K-2 1000m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 11:30:00, C-2 1000m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 11:40:00, C-2 1000m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 13:30:00, C-1 500m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 13:35:00, C-1 500m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 13:40:00, K-1 500m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 13:45:00, K-1 500m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 13:55:00, K-1 500m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 14:00:00, C-1 500m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 14:05:00, C-1 500m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 14:30:00, C-2 1000m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 14:40:00, C-2 1000m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 14:50:00, K-2 1000m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 15:00:00, K-2 1000m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 15:10:00, K-2 1000m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 15:20:00, K-2 1000m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 15:30:00, C-2 1000m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-16 15:40:00, C-2 1000m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 09:30:00, K-1 1000m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 09:40:00, K-1 1000m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 09:50:00, C-1 1000m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 10:00:00, C-1 1000m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 10:10:00, C-1 1000m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 10:20:00, C-1 1000m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 10:30:00, K-1 1000m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 10:40:00, K-1 1000m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:10:00, K-2 500m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:15:00, K-2 500m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:20:00, C-2 500m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:25:00, C-2 500m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:30:00, IC-4 500m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:35:00, IC-4 500m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:40:00, K-4 500m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 11:45:00, K-4 500m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 13:30:00, K-1 1000m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 13:40:00, K-1 1000m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 13:50:00, C-1 1000m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 14:00:00, C-1 1000m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 14:10:00, C-1 1000m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 14:20:00, C-1 1000m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 14:30:00, K-1 1000m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 14:40:00, K-1 1000m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:10:00, K-2 500m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:15:00, K-2 500m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:20:00, C-2 500m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:25:00, C-2 500m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:30:00, IC-4 500m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:35:00, IC-4 500m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:40:00, K-4 500m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-17 15:45:00, K-4 500m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 09:30:00, K-1 200m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 09:35:00, K-1 200m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 09:40:00, C-1 200m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 09:45:00, C-1 200m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 09:50:00, C-2 200m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 09:55:00, C-2 200m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:00:00, K-2 200m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:05:00, K-2 200m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:10:00, K-4 200m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:15:00, K-4 200m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:20:00, IC-4 200m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:25:00, IC-4 200m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:50:00, C-2 500m Mix, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 10:55:00, C-2 500m Mix, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:00:00, K-2 500m Mix, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:05:00, K-2 500m Mix, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:10:00, C-2 500m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:15:00, C-2 500m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:20:00, K-2 500m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:25:00, K-2 500m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:30:00, K-4 500m Female, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:35:00, K-4 500m Female, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:40:00, IC-4 500m Male, Qualification - Heat 1, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 11:45:00, IC-4 500m Male, Qualification - Heat 2, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 13:30:00, K-1 200m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 13:35:00, K-1 200m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 13:40:00, C-1 200m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 13:45:00, C-1 200m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 13:50:00, C-2 200m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 13:55:00, C-2 200m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:00:00, K-2 200m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:05:00, K-2 200m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:10:00, K-4 200m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:15:00, K-4 200m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:20:00, IC-4 200m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:25:00, IC-4 200m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:50:00, C-2 500m Mix, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 14:55:00, C-2 500m Mix, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:00:00, K-2 500m Mix, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:05:00, K-2 500m Mix, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:10:00, C-2 500m Female, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:15:00, C-2 500m Female, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:20:00, K-2 500m Male, Final - Consolation Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:25:00, K-2 500m Male, Final - Medal Heat, Welland International Flatwater Centre
Canoe Kayak, 2022-08-18 15:30:00, K-4 500m Female, Final - Consolation Heat, Welland International Flatwater Centre
